cuisine,full_ingredients,ingredients_processed
Indian,"['tbsp', 'cumin', 'seed', 'tbsp', 'coriand', 'seed', 'whole', 'clove', 'tsp', 'black', 'peppercorn', 'tsp', 'ground', 'fenugreek', 'tsp', 'ground', 'turmer', 'tsp', 'paprika', 'tsp', 'hot', 'chilli', 'powder', 'tsp', 'ground', 'cinnamon', 'tsp', 'flake', 'sea', 'salt', 'garlic', 'clove', 'crush', 'piec', 'fresh', 'root', 'ginger', 'fine', 'grate', 'tbsp', 'plain', 'yoghurt', 'duck', 'breast', 'skin', 'remov', 'small', 'salad', 'slice', 'red', 'onion', 'fresh', 'coriand', 'lime', 'wedg', 'serv']",tbsp cumin seed tbsp coriand seed whole clove tsp black peppercorn tsp ground fenugreek tsp ground turmer tsp paprika tsp hot chilli powder tsp ground cinnamon tsp flake sea salt garlic clove crush piec fresh root ginger fine grate tbsp plain yoghurt duck breast skin remov small salad slice red onion fresh coriand lime wedg serv
Indian,"['tbsp', 'veget', 'oil', 'onion', 'roughli', 'chop', 'garlic', 'clove', 'fine', 'chop', 'thumbsiz', 'piec', 'fresh', 'root', 'ginger', 'peel', 'grate', 'tsp', 'garam', 'masala', 'tsp', 'cumin', 'tsp', 'turmer', 'fresh', 'red', 'chilli', 'roughli', 'chop', 'x', 'tin', 'chop', 'tomato', 'tin', 'coconut', 'milk', 'butternut', 'squash', 'seed', 'remov', 'chop', 'piec', 'tin', 'chickpea', 'fresh', 'coriand', 'leav', 'basmati', 'rice', 'salt']",tbsp veget oil onion roughli chop garlic clove fine chop thumbsiz piec fresh root ginger peel grate tsp garam masala tsp cumin tsp turmer fresh red chilli roughli chop x tin chop tomato tin coconut milk butternut squash seed remov chop piec tin chickpea fresh coriand leav basmati rice salt
Indian,"['tbsp', 'veget', 'oil', 'onion', 'fine', 'slice', 'greek', 'natur', 'yoghurt', 'tbsp', 'fine', 'grate', 'ginger', 'tbsp', 'fine', 'grate', 'garlic', 'tsp', 'kashmiri', 'red', 'chilli', 'powder', 'tsp', 'ground', 'cumin', 'tsp', 'ground', 'cardamom', 'seed', 'tsp', 'sea', 'salt', 'lime', 'juic', 'coriand', 'leav', 'stalk', 'fine', 'chop', 'mint', 'leav', 'fine', 'chop', 'green', 'chilli', 'fine', 'chop', 'boneless', 'lamb', 'tenderloin', 'leg', 'cut', 'bites', 'piec', 'tbsp', 'doubl', 'cream', 'tbsp', 'fullfat', 'milk', 'tsp', 'saffron', 'strand', 'larg', 'pinch', 'basmati', 'rice', 'tbsp', 'pomegran', 'seed', 'garnish', 'option']",tbsp veget oil onion fine slice greek natur yoghurt tbsp fine grate ginger tbsp fine grate garlic tsp kashmiri red chilli powder tsp ground cumin tsp ground cardamom seed tsp sea salt lime juic coriand leav stalk fine chop mint leav fine chop green chilli fine chop boneless lamb tenderloin leg cut bites piec tbsp doubl cream tbsp fullfat milk tsp saffron strand larg pinch basmati rice tbsp pomegran seed garnish option
Indian,"['skinless', 'boneless', 'salmon', 'fillet', 'cut', 'bites', 'piec', 'heap', 'tsp', 'ground', 'turmer', 'lime', 'juic', 'tbsp', 'veget', 'oil', 'onion', 'fine', 'chop', 'approxim', 'medium', 'onion', 'garlic', 'clove', 'blend', 'past', 'splash', 'water', 'tbsp', 'tomato', 'pure', 'tsp', 'mild', 'chilli', 'powder', 'heap', 'tbsp', 'ground', 'coriand', 'tsp', 'caster', 'sugar', 'tbsp', 'malt', 'vinegar', 'salt', 'tast', 'tbsp', 'chop', 'coriand', 'leav', 'garnish']",skinless boneless salmon fillet cut bites piec heap tsp ground turmer lime juic tbsp veget oil onion fine chop approxim medium onion garlic clove blend past splash water tbsp tomato pure tsp mild chilli powder heap tbsp ground coriand tsp caster sugar tbsp malt vinegar salt tast tbsp chop coriand leav garnish
Indian,"['head', 'garlic', 'clove', 'separ', 'peel', 'fresh', 'root', 'ginger', 'peel', 'tbsp', 'veget', 'oil', 'tbsp', 'ghee', 'cardamom', 'pod', 'bay', 'leav', 'cinnamon', 'stick', 'onion', 'fine', 'chop', 'tbsp', 'salt', 'whole', 'chicken', 'joint', 'skin', 'remov', 'steam', 'pilau', 'rice', 'serv']",head garlic clove separ peel fresh root ginger peel tbsp veget oil tbsp ghee cardamom pod bay leav cinnamon stick onion fine chop tbsp salt whole chicken joint skin remov steam pilau rice serv
Indian,"['plain', 'flour', 'sift', 'caster', 'sugar', 'tbsp', 'skim', 'milk', 'powder', 'oz', 'milk', 'brown', 'cardamom', 'pod', 'seed', 'remov', 'ground', 'powder', 'pestl', 'mortar', 'tsp', 'fennel', 'seed', 'ground', 'powder', 'pestl', 'mortar', 'pinch', 'salt', 'tbsp', 'ground', 'almond', 'tbsp', 'butter', 'melt', 'tbsp', 'ghee', 'veget', 'oil', 'fri']",plain flour sift caster sugar tbsp skim milk powder oz milk brown cardamom pod seed remov ground powder pestl mortar tsp fennel seed ground powder pestl mortar pinch salt tbsp ground almond tbsp butter melt tbsp ghee veget oil fri
Indian,"['cod', 'fillet', 'skin', 'dice', 'salmon', 'fillet', 'skin', 'fine', 'chop', 'lime', 'juic', 'grate', 'zest', 'small', 'fennel', 'bulb', 'fine', 'chop', 'small', 'bunch', 'fresh', 'coriand', 'fine', 'chop', 'green', 'chilli', 'fine', 'chop', 'spring', 'onion', 'fine', 'chop', 'tbsp', 'fennel', 'seed', 'fine', 'ground', 'tbsp', 'coriand', 'seed', 'fine', 'ground', 'tsp', 'salt', 'tbsp', 'veget', 'oil', 'tbsp', 'garlic', 'past', 'tbsp', 'ginger', 'past', 'tsp', 'crush', 'black', 'pepper', 'cucumb', 'grate', 'oz', 'yoghurt', 'tbsp', 'fine', 'chop', 'dill', 'tsp', 'crush', 'garlic', 'tbsp', 'veget', 'oil', 'tsp', 'mustard', 'seed', 'tsp', 'cumin', 'seed', 'pinch', 'asafoetida', 'curri', 'leav', 'basmati', 'rice', 'boil', 'enough']",cod fillet skin dice salmon fillet skin fine chop lime juic grate zest small fennel bulb fine chop small bunch fresh coriand fine chop green chilli fine chop spring onion fine chop tbsp fennel seed fine ground tbsp coriand seed fine ground tsp salt tbsp veget oil tbsp garlic past tbsp ginger past tsp crush black pepper cucumb grate oz yoghurt tbsp fine chop dill tsp crush garlic tbsp veget oil tsp mustard seed tsp cumin seed pinch asafoetida curri leav basmati rice boil enough
Indian,"['rohu', 'steak', 'gut', 'scale', 'cut', 'thick', 'steak', 'across', 'bone', 'altern', 'use', 'monkfish', 'sinew', 'remov', 'chop', 'piec', 'tsp', 'salt', 'plu', 'extra', 'season', 'tsp', 'turmer', 'tbsp', 'black', 'mustard', 'seed', 'tbsp', 'veget', 'oil', 'fri', 'medium', 'onion', 'fine', 'chop', 'whole', 'bulb', 'garlic', 'clove', 'peel', 'pound', 'pestl', 'mortar', 'tsp', 'chilli', 'powder', 'heap', 'tsp', 'ground', 'coriand', 'heap', 'tsp', 'garam', 'masala', 'heap', 'tsp', 'paprika', 'oz', 'boil', 'water', 'hand', 'chop', 'coriand', 'plu', 'extra', 'leav', 'garnish', 'green', 'chilli', 'fine', 'chop', 'basmati', 'rice', 'cook', 'accord', 'packet', 'instruct']",rohu steak gut scale cut thick steak across bone altern use monkfish sinew remov chop piec tsp salt plu extra season tsp turmer tbsp black mustard seed tbsp veget oil fri medium onion fine chop whole bulb garlic clove peel pound pestl mortar tsp chilli powder heap tsp ground coriand heap tsp garam masala heap tsp paprika oz boil water hand chop coriand plu extra leav garnish green chilli fine chop basmati rice cook accord packet instruct
Indian,"['tbsp', 'sunflow', 'oil', 'larg', 'onion', 'fine', 'chop', 'garlic', 'clove', 'crush', 'fresh', 'root', 'ginger', 'fine', 'grate', 'tsp', 'ground', 'coriand', 'tsp', 'garam', 'masala', 'curri', 'leav', 'tbsp', 'palm', 'sugar', 'avail', 'asian', 'grocer', 'light', 'brown', 'sugar', 'tin', 'coconut', 'milk', 'lime', 'juic', 'vineripen', 'tomato', 'chop', 'blend', 'skinless', 'salmon', 'fillet', 'cut', 'wide', 'fingerlength', 'piec', 'tbsp', 'grate', 'cream', 'coconut', 'garnish', 'hand', 'fresh', 'coriand', 'chop', 'garnish', 'freshli', 'steam', 'basmati', 'rice', 'serv', 'option']",tbsp sunflow oil larg onion fine chop garlic clove crush fresh root ginger fine grate tsp ground coriand tsp garam masala curri leav tbsp palm sugar avail asian grocer light brown sugar tin coconut milk lime juic vineripen tomato chop blend skinless salmon fillet cut wide fingerlength piec tbsp grate cream coconut garnish hand fresh coriand chop garnish freshli steam basmati rice serv option
Indian,"['haddock', 'skin', 'cut', 'chunk', 'tsp', 'cumin', 'tsp', 'ground', 'coriand', 'tsp', 'turmer', 'tbsp', 'veget', 'oil', 'onion', 'thinli', 'slice', 'garlic', 'clove', 'thinli', 'slice', 'green', 'chilli', 'fine', 'chop', 'tsp', 'ginger', 'peel', 'grate', 'tomato', 'roughli', 'chop', 'tsp', 'cumin', 'seed', 'tsp', 'black', 'mustard', 'seed', 'oz', 'chicken', 'stock', 'tbsp', 'fine', 'chop', 'coriand', 'salt', 'freshli', 'ground', 'black', 'pepper', 'sachet', 'fastact', 'dri', 'yeast', 'pinch', 'caster', 'sugar', 'oz', 'warm', 'milk', 'plain', 'yoghurt', 'strong', 'white', 'flour', 'tsp', 'bake', 'powder', 'paneer', 'grate', 'butter', 'melt', 'tbsp', 'black', 'mustard', 'seed', 'tsp', 'salt']",haddock skin cut chunk tsp cumin tsp ground coriand tsp turmer tbsp veget oil onion thinli slice garlic clove thinli slice green chilli fine chop tsp ginger peel grate tomato roughli chop tsp cumin seed tsp black mustard seed oz chicken stock tbsp fine chop coriand salt freshli ground black pepper sachet fastact dri yeast pinch caster sugar oz warm milk plain yoghurt strong white flour tsp bake powder paneer grate butter melt tbsp black mustard seed tsp salt
Indian,"['medium', 'waxi', 'potato', 'charlott', 'jersey', 'royal', 'thick', 'poha', 'rice', 'also', 'call', 'flake', 'rice', 'thick', 'flatten', 'rice', 'tbsp', 'oliv', 'oil', 'gener', 'pinch', 'ground', 'asafoetida', 'tsp', 'urid', 'dal', 'tsp', 'black', 'mustard', 'seed', 'tsp', 'cumin', 'seed', 'fresh', 'red', 'chilli', 'fine', 'chop', 'fresh', 'curri', 'leav', 'lightli', 'crush', 'onion', 'chop', 'salt', 'tsp', 'sugar', 'tbsp', 'chop', 'fresh', 'coriand', 'garnish', 'wedg', 'lime', 'serv']",medium waxi potato charlott jersey royal thick poha rice also call flake rice thick flatten rice tbsp oliv oil gener pinch ground asafoetida tsp urid dal tsp black mustard seed tsp cumin seed fresh red chilli fine chop fresh curri leav lightli crush onion chop salt tsp sugar tbsp chop fresh coriand garnish wedg lime serv
Indian,"['basmati', 'rice', 'authent', 'flavour', 'textur', 'best', 'use', 'easycook', 'rice', 'howev', 'still', 'work', 'tasti', 'medium', 'onion', 'fine', 'chop', 'larg', 'knob', 'butter', 'plu', 'extra', 'serv', 'cardamom', 'pod', 'clove', 'cinnamon', 'stick', 'pinch', 'saffron', 'thread', 'option', 'bay', 'leav', 'pint', 'hot', 'chicken', 'stock', 'veget', 'stock', 'water', 'salt']",basmati rice authent flavour textur best use easycook rice howev still work tasti medium onion fine chop larg knob butter plu extra serv cardamom pod clove cinnamon stick pinch saffron thread option bay leav pint hot chicken stock veget stock water salt
Indian,"['oz', 'milk', 'sugar', 'small', 'pinch', 'saffron', 'dissolv', 'tsp', 'milk', 'salt', 'plain', 'flour', 'pinch', 'ground', 'green', 'cardamom', 'tbsp', 'melon', 'pumpkin', 'seed', 'ghee', 'melt', 'plu', 'tbsp', 'brush', 'extra', 'greas', 'tsp', 'cumin', 'seed', 'clove', 'green', 'cardamom', 'pod', 'seed', 'black', 'cardamom', 'pod', 'seed', 'blade', 'mace', 'nutmeg', 'grate', 'tsp', 'roast', 'cumin', 'seed', 'tsp', 'black', 'peppercorn', 'tbsp', 'cashew', 'tbsp', 'ghee', 'melt', 'plu', 'littl', 'extra', 'fri', 'clove', 'lean', 'lamb', 'minc', 'tbsp', 'dri', 'onion', 'tbsp', 'fine', 'chop', 'ginger', 'tbsp', 'fine', 'chop', 'garlic', 'tsp', 'chilli', 'powder', 'pinch', 'saffron', 'dissolv', 'tbsp', 'water', 'tsp', 'salt', 'tbsp', 'pineappl', 'juic', 'tbsp', 'grate', 'green', 'papaya', 'drop', 'rosewat', 'larg', 'banana', 'leaf', 'cut', 'strip', 'pomegran', 'seed', 'greekstyl', 'yoghurt', 'spring', 'onion', 'fine', 'chop', 'piec', 'fresh', 'root', 'ginger', 'peel', 'fine', 'chop', 'green', 'chilli', 'fine', 'chop', 'tsp', 'roast', 'ground', 'cumin', 'seed', 'reserv', 'make', 'spice', 'mix', 'tsp', 'salt', 'tsp', 'sugar', 'tbsp', 'chop', 'fresh', 'coriand', 'garnish']",oz milk sugar small pinch saffron dissolv tsp milk salt plain flour pinch ground green cardamom tbsp melon pumpkin seed ghee melt plu tbsp brush extra greas tsp cumin seed clove green cardamom pod seed black cardamom pod seed blade mace nutmeg grate tsp roast cumin seed tsp black peppercorn tbsp cashew tbsp ghee melt plu littl extra fri clove lean lamb minc tbsp dri onion tbsp fine chop ginger tbsp fine chop garlic tsp chilli powder pinch saffron dissolv tbsp water tsp salt tbsp pineappl juic tbsp grate green papaya drop rosewat larg banana leaf cut strip pomegran seed greekstyl yoghurt spring onion fine chop piec fresh root ginger peel fine chop green chilli fine chop tsp roast ground cumin seed reserv make spice mix tsp salt tsp sugar tbsp chop fresh coriand garnish
Indian,"['dri', 'red', 'chilli', 'tsp', 'coriand', 'seed', 'tsp', 'fennel', 'seed', 'tsp', 'cumin', 'seed', 'tsp', 'black', 'peppercorn', 'cinnamon', 'stick', 'tsp', 'ajwain', 'seed', 'tbsp', 'veget', 'corn', 'oil', 'tsp', 'fenugreek', 'seed', 'dri', 'red', 'chilli', 'broken', 'piec', 'tsp', 'black', 'onion', 'seed', 'pumpkin', 'flesh', 'peel', 'cut', 'cube', 'tsp', 'salt', 'tsp', 'red', 'chilli', 'powder', 'tsp', 'ground', 'turmer', 'tbsp', 'sugar', 'tsp', 'dri', 'mango', 'powder', 'amchoor', 'avail', 'indian', 'supermarket', 'mango', 'pickl', 'jar', 'tbsp', 'veget', 'corn', 'oil', 'tsp', 'clove', 'green', 'cardamom', 'pod', 'lightli', 'crush', 'fresh', 'bay', 'leaf', 'cinnamon', 'leaf', 'medium', 'onion', 'peel', 'onion', 'fine', 'chop', 'remain', 'onion', 'cut', 'slice', 'garlic', 'clove', 'peel', 'fine', 'chop', 'piec', 'fresh', 'root', 'ginger', 'peel', 'chop', 'green', 'chilli', 'chop', 'tsp', 'red', 'chilli', 'powder', 'tsp', 'ground', 'coriand', 'tsp', 'ground', 'cumin', 'tomato', 'blend', 'pure', 'seed', 'remov', 'cut', 'slice', 'grous', 'breast', 'bone', 'remov', 'cut', 'strip', 'tsp', 'salt', 'tsp', 'sugar', 'tbsp', 'chop', 'fresh', 'coriand', 'leav', 'lime', 'juic', 'sprig', 'micro', 'salad', 'leav', 'mix', 'salad', 'leav', 'serv']",dri red chilli tsp coriand seed tsp fennel seed tsp cumin seed tsp black peppercorn cinnamon stick tsp ajwain seed tbsp veget corn oil tsp fenugreek seed dri red chilli broken piec tsp black onion seed pumpkin flesh peel cut cube tsp salt tsp red chilli powder tsp ground turmer tbsp sugar tsp dri mango powder amchoor avail indian supermarket mango pickl jar tbsp veget corn oil tsp clove green cardamom pod lightli crush fresh bay leaf cinnamon leaf medium onion peel onion fine chop remain onion cut slice garlic clove peel fine chop piec fresh root ginger peel chop green chilli chop tsp red chilli powder tsp ground coriand tsp ground cumin tomato blend pure seed remov cut slice grous breast bone remov cut strip tsp salt tsp sugar tbsp chop fresh coriand leav lime juic sprig micro salad leav mix salad leav serv
Indian,"['freerang', 'egg', 'bone', 'leg', 'breast', 'pheasant', 'bone', 'leg', 'breast', 'partridg', 'bone', 'leg', 'breast', 'grous', 'mallard', 'piec', 'fresh', 'root', 'ginger', 'garlic', 'clove', 'slender', 'green', 'chilli', 'coriand', 'stalk', 'leav', 'mint', 'leav', 'tsp', 'salt', 'tsp', 'garam', 'masala', 'tbsp', 'cook', 'oil', 'oliv', 'onion', 'fine', 'chop', 'piec', 'fresh', 'root', 'ginger', 'roughli', 'chop', 'garlic', 'clove', 'roughli', 'chop', 'dri', 'red', 'chilli', 'roughli', 'chop', 'heap', 'tsp', 'cumin', 'seed', 'heap', 'tbsp', 'coriand', 'seed', 'tsp', 'fennel', 'seed', 'piec', 'cinnamon', 'broken', 'tsp', 'turmer', 'powder', 'raw', 'cashew', 'nut', 'peel', 'almond', 'use', 'tbsp', 'ground', 'almond', 'plain', 'yoghurt', 'tomato', 'roughli', 'chop', 'oz', 'chicken', 'stock', 'water', 'salt', 'tast', 'heap', 'tbsp', 'chop', 'fresh', 'coriand', 'serv']",freerang egg bone leg breast pheasant bone leg breast partridg bone leg breast grous mallard piec fresh root ginger garlic clove slender green chilli coriand stalk leav mint leav tsp salt tsp garam masala tbsp cook oil oliv onion fine chop piec fresh root ginger roughli chop garlic clove roughli chop dri red chilli roughli chop heap tsp cumin seed heap tbsp coriand seed tsp fennel seed piec cinnamon broken tsp turmer powder raw cashew nut peel almond use tbsp ground almond plain yoghurt tomato roughli chop oz chicken stock water salt tast heap tbsp chop fresh coriand serv
Indian,"['tbsp', 'cardamom', 'seed', 'cant', 'buy', 'seed', 'buy', 'cardamom', 'pod', 'shell', 'tsp', 'black', 'peppercorn', 'tsp', 'black', 'cumin', 'seed', 'use', 'regular', 'cumin', 'seed', 'black', 'arent', 'avail', 'tsp', 'whole', 'clove', 'whole', 'nutmeg', 'break', 'whole', 'nutmeg', 'place', 'cloth', 'bash', 'meat', 'mallet', 'roll', 'pin', 'medium', 'stick', 'cinnamon', 'inch', 'broken', 'piec']",tbsp cardamom seed cant buy seed buy cardamom pod shell tsp black peppercorn tsp black cumin seed use regular cumin seed black arent avail tsp whole clove whole nutmeg break whole nutmeg place cloth bash meat mallet roll pin medium stick cinnamon inch broken piec
Indian,"['fine', 'semolina', 'tbsp', 'melt', 'unsalt', 'butter', 'oz', 'water', 'caster', 'sugar', 'ground', 'almond', 'white', 'poppi', 'seed', 'desicc', 'coconut', 'tsp', 'ground', 'cardamom', 'tsp', 'nutmeg', 'plain', 'flour', 'veget', 'oil', 'fri']",fine semolina tbsp melt unsalt butter oz water caster sugar ground almond white poppi seed desicc coconut tsp ground cardamom tsp nutmeg plain flour veget oil fri
Indian,"['tbsp', 'veget', 'oil', 'tsp', 'coriand', 'seed', 'tsp', 'mustard', 'seed', 'black', 'prefer', 'yellow', 'okay', 'tsp', 'fresh', 'root', 'ginger', 'minc', 'green', 'chilli', 'fine', 'chop', 'tbsp', 'chop', 'almond', 'option', 'small', 'onion', 'fine', 'chop', 'cauliflow', 'cut', 'floret', 'broccoli', 'cut', 'floret', 'medium', 'tomato', 'chop', 'hand', 'green', 'bean', 'tsp', 'turmer', 'powder', 'tsp', 'salt', 'tbsp', 'water', 'oz', 'coconut', 'milk', 'fresh', 'chop', 'coriand', 'garnish']",tbsp veget oil tsp coriand seed tsp mustard seed black prefer yellow okay tsp fresh root ginger minc green chilli fine chop tbsp chop almond option small onion fine chop cauliflow cut floret broccoli cut floret medium tomato chop hand green bean tsp turmer powder tsp salt tbsp water oz coconut milk fresh chop coriand garnish
Indian,"['plain', 'flour', 'tbsp', 'caster', 'sugar', 'pinch', 'salt', 'egg', 'oz', 'coconut', 'milk', 'tbsp', 'melt', 'butter', 'plu', 'extra', 'brush', 'drop', 'vanilla', 'extract', 'good', 'pinch', 'grate', 'lemon', 'zest', 'littl', 'oil', 'butter', 'make', 'pancak', 'greas', 'pan', 'tbsp', 'fresh', 'grate', 'coconut', 'tbsp', 'golden', 'raisin', 'palm', 'molass', 'jaggeri', 'coars', 'grate', 'brown', 'sugar', 'ground', 'cardamom', 'nutmeg', 'grate']",plain flour tbsp caster sugar pinch salt egg oz coconut milk tbsp melt butter plu extra brush drop vanilla extract good pinch grate lemon zest littl oil butter make pancak greas pan tbsp fresh grate coconut tbsp golden raisin palm molass jaggeri coars grate brown sugar ground cardamom nutmeg grate
Indian,"['fresh', 'coconut', 'shell', 'remov', 'flesh', 'fine', 'grate', 'dri', 'red', 'chilli', 'tbsp', 'coriand', 'seed', 'tbsp', 'black', 'peppercorn', 'clove', 'tbsp', 'veget', 'oil', 'onion', 'peel', 'slice', 'green', 'chilli', 'fine', 'chop', 'tsp', 'ginger', 'garlic', 'past', 'made', 'pound', 'togeth', 'equal', 'quantiti', 'fresh', 'root', 'ginger', 'garlic', 'tsp', 'ground', 'turmer', 'oz', 'tamarind', 'pulp', 'oz', 'coconut', 'milk', 'tbsp', 'water', 'tbsp', 'fine', 'chop', 'fresh', 'coriand', 'leav', 'tbsp', 'butter', 'x', 'cook', 'lobster', 'shell', 'crack', 'meat', 'remov', 'boil', 'rice', 'green', 'salad']",fresh coconut shell remov flesh fine grate dri red chilli tbsp coriand seed tbsp black peppercorn clove tbsp veget oil onion peel slice green chilli fine chop tsp ginger garlic past made pound togeth equal quantiti fresh root ginger garlic tsp ground turmer oz tamarind pulp oz coconut milk tbsp water tbsp fine chop fresh coriand leav tbsp butter x cook lobster shell crack meat remov boil rice green salad
Indian,"['beef', 'rump', 'barrel', 'rump', 'roast', 'joint', 'heap', 'tbsp', 'ginger', 'past', 'heap', 'tbsp', 'garlic', 'past', 'tsp', 'salt', 'tbsp', 'cider', 'palm', 'vinegar', 'lime', 'juic', 'tsp', 'ground', 'turmer', 'tsp', 'chilli', 'powder', 'tbsp', 'oil', 'carrot', 'roughli', 'chop', 'potato', 'peel', 'roughli', 'chop', 'tbsp', 'cumin', 'seed', 'tbsp', 'oil', 'fri', 'fresh', 'green', 'chilli', 'thinli', 'slice', 'tbsp', 'thinli', 'slice', 'garlic', 'medium', 'onion', 'thinli', 'slice', 'red', 'pepper', 'thinli', 'slice', 'green', 'pepper', 'thinli', 'slice', 'yellow', 'pepper', 'thinli', 'slice', 'tomato', 'thinli', 'slice', 'bunch', 'fresh', 'coriand', 'roughli', 'chop', 'salt', 'freshli', 'ground', 'black', 'pepper', 'knob', 'butter', 'spread', 'crusti', 'ciabatta', 'roll', 'slice', 'open', 'toast']",beef rump barrel rump roast joint heap tbsp ginger past heap tbsp garlic past tsp salt tbsp cider palm vinegar lime juic tsp ground turmer tsp chilli powder tbsp oil carrot roughli chop potato peel roughli chop tbsp cumin seed tbsp oil fri fresh green chilli thinli slice tbsp thinli slice garlic medium onion thinli slice red pepper thinli slice green pepper thinli slice yellow pepper thinli slice tomato thinli slice bunch fresh coriand roughli chop salt freshli ground black pepper knob butter spread crusti ciabatta roll slice open toast
Indian,"['sea', 'bream', 'monkfish', 'cod', 'haddock', 'cut', 'thick', 'steak', 'see', 'tip', 'tsp', 'ground', 'turmer', 'pinch', 'salt', 'fresh', 'frozen', 'coconut', 'grate', 'tsp', 'ground', 'turmer', 'fresh', 'root', 'ginger', 'peel', 'roughli', 'chop', 'tsp', 'mild', 'chilli', 'powder', 'birdsey', 'chilli', 'use', 'prefer', 'less', 'spici', 'tbsp', 'veget', 'oil', 'onion', 'fine', 'chop', 'approx', 'small', 'onion', 'tsp', 'sugar', 'oz', 'coconut', 'milk', 'tsp', 'tamarind', 'past', 'salt', 'freshli', 'ground', 'black', 'pepper', 'chop', 'fresh', 'coriand', 'garnish', 'freshli', 'cook', 'rice', 'serv']",sea bream monkfish cod haddock cut thick steak see tip tsp ground turmer pinch salt fresh frozen coconut grate tsp ground turmer fresh root ginger peel roughli chop tsp mild chilli powder birdsey chilli use prefer less spici tbsp veget oil onion fine chop approx small onion tsp sugar oz coconut milk tsp tamarind past salt freshli ground black pepper chop fresh coriand garnish freshli cook rice serv
Indian,"['tsp', 'cumin', 'seed', 'tsp', 'coriand', 'seed', 'stick', 'cinnamon', 'leg', 'lamb', 'mutton', 'bone', 'cut', 'cube', 'onion', 'fine', 'slice', 'garlic', 'clove', 'crush', 'piec', 'fresh', 'root', 'ginger', 'fine', 'grate', 'long', 'red', 'chilli', 'slice', 'tbsp', 'tamarind', 'past', 'tsp', 'amchoor', 'mango', 'powder', 'oz', 'beef', 'stock', 'desicc', 'coconut', 'x', 'oz', 'coconut', 'milk', 'tbsp', 'fresh', 'coriand', 'leav', 'tbsp', 'veget', 'oil', 'onion', 'fine', 'dice', 'garlic', 'clove', 'crush', 'green', 'cardamom', 'pod', 'split', 'tsp', 'ground', 'coriand', 'tsp', 'ground', 'cumin', 'tsp', 'turmer', 'clove', 'cinnamon', 'stick', 'curri', 'leav', 'basmati', 'rice', 'lemon', 'juic', 'greekstyl', 'yoghurt', 'mango', 'chutney']",tsp cumin seed tsp coriand seed stick cinnamon leg lamb mutton bone cut cube onion fine slice garlic clove crush piec fresh root ginger fine grate long red chilli slice tbsp tamarind past tsp amchoor mango powder oz beef stock desicc coconut x oz coconut milk tbsp fresh coriand leav tbsp veget oil onion fine dice garlic clove crush green cardamom pod split tsp ground coriand tsp ground cumin tsp turmer clove cinnamon stick curri leav basmati rice lemon juic greekstyl yoghurt mango chutney
Indian,"['shoulder', 'goat', 'bone', 'remov', 'meat', 'cut', 'cube', 'plain', 'yoghurt', 'tsp', 'ground', 'coriand', 'tsp', 'ground', 'turmer', 'tsp', 'salt', 'onion', 'peel', 'fine', 'chop', 'garlic', 'clove', 'peel', 'left', 'whole', 'green', 'chilli', 'ghee', 'tsp', 'cumin', 'seed', 'green', 'cardamom', 'pod', 'lightli', 'crush', 'black', 'cardamom', 'pod', 'lightli', 'crush', 'whole', 'clove', 'bay', 'leav', 'pint', 'oz', 'lamb', 'stock', 'can', 'sweetcorn', 'drain', 'chop', 'gram', 'flour', 'plain', 'flour', 'salt', 'root', 'ginger', 'peel', 'fine', 'chop', 'green', 'chilli', 'fine', 'chop', 'tbsp', 'fine', 'chop', 'fresh', 'coriand', 'tsp', 'ajwain', 'carom', 'seed', 'tsp', 'black', 'onion', 'seed', 'tsp', 'ground', 'turmer', 'tbsp', 'veget', 'oil', 'oz', 'water', 'red', 'onion', 'peel', 'fine', 'chop', 'spring', 'onion', 'trim', 'fine', 'chop', 'tsp', 'ghee', 'lemon', 'juic', 'tbsp', 'chop', 'fresh', 'coriand']",shoulder goat bone remov meat cut cube plain yoghurt tsp ground coriand tsp ground turmer tsp salt onion peel fine chop garlic clove peel left whole green chilli ghee tsp cumin seed green cardamom pod lightli crush black cardamom pod lightli crush whole clove bay leav pint oz lamb stock can sweetcorn drain chop gram flour plain flour salt root ginger peel fine chop green chilli fine chop tbsp fine chop fresh coriand tsp ajwain carom seed tsp black onion seed tsp ground turmer tbsp veget oil oz water red onion peel fine chop spring onion trim fine chop tsp ghee lemon juic tbsp chop fresh coriand
