cuisine,recipe,ingredients
Caribbean,Vegan jerk jackfruit burger,"['jackfruit', 'red cabbage', 'carrot', 'onions', 'mayonnaise', 'ciabattas', 'lime', 'coriander', 'black pepper']"
Caribbean,Whole roasted baby pineapple with rum and chilli,"['yoghurt', 'caster sugar', 'lemon', 'mint', 'pineapple', 'caster sugar', 'rum', 'star anise', 'cinnamon', 'vanilla pod', 'chilli', 'lime leaves', 'lime']"
Chinese,Hoisin noodles,"['noodles', 'hoisin sauce', 'seasoning', 'sesame oil', 'spinach', 'eggs', 'spring onions', 'sesame seeds']"
Chinese,6-ingredient Chinese stir-fry,"['butternut squash', 'vegetable oil', 'black bean', 'sesame seeds', 'sesame oil', 'sugar-snap peas', 'noodles']"
Chinese,Aromatic pork belly hotpot,"['pork', 'chicken stock', 'spring onions', 'soy sauce', 'rice wine', 'rice wine', 'sugar', 'star anise', 'ginger', 'dried chilli']"
Chinese,Chinese-style sticky chicken,"['garlic', 'sesame oil', 'mirin', 'soy sauce', 'honey', 'chilli', 'chicken thighs', 'spring onions', 'sesame seeds', 'lime']"
Chinese,Baked Chinese buns with dipping sauce,"['mushrooms', 'olive oil', 'onion', 'garlic', 'ginger', 'cumin', 'aubergine', 'hoisin sauce', 'vegetable stock', 'cornflour', 'soy sauce', 'black pepper', 'yeast', 'strong white flour', 'caster sugar', 'salt', 'vegetable oil', 'custard powder', 'black sesame seeds', 'vinegar', 'ginger', 'chilli oil', 'caster sugar', 'soy sauce']"
Chinese,How to cook Chinese sticky rice,['rice']
Chinese,Tofu with 'oyster' sauce,"['shiitake mushrooms', 'tofu', 'oil', 'garlic', 'peas', 'sesame oil', 'spring onions', 'cornflour', 'vegetable stock', 'soy sauce', 'soy sauce', 'sugar', 'mushroom']"
Chinese,Pork noodles with bean sauce,"['noodles', 'oil', 'garlic', 'ginger', 'spring onions', 'dry sherry', 'soy sauce', 'black pepper', 'chilli oil', 'sugar']"
Chinese,"Beef, asparagus and mangetout stir fry","['beef', 'soy sauce', 'ginger', 'brown sugar', 'garlic', 'chilli', 'asparagus', 'mangetout', 'sesame oil', 'black pepper', 'sesame seeds', 'fresh coriander']"
Chinese,Beef in oyster sauce,"['beef', 'soy sauce', 'oyster sauce', 'sugar', 'black pepper', 'garlic', 'chilli', 'spinach', 'dry sherry', 'dried chilli', 'oyster mushrooms', 'rice vinegar', 'soy sauce']"
Chinese,Beef in oyster sauce,"['fillet of beef', 'soy sauce', 'sesame oil', 'dry sherry', 'cornflour', 'vegetable oil', 'oyster sauce', 'spring onions', 'Dijon mustard', 'curry powder', 'soy sauce', 'salt', 'black pepper', 'olive oil', 'broccoli', 'French beans', 'cauliflower', 'peas', 'tomato', 'water chestnuts', 'shallots', 'chives']"
Chinese,Black bean steamed scallops with noodles,"['scallops', 'garlic', 'ginger', 'chilli', 'dry sherry', 'soy sauce', 'spring onions']"
Chinese,Black pepper beef stir fry with egg fried rice,"['soy sauce', 'dry sherry', 'garlic', 'black pepper', 'cornflour', 'beef', 'vegetable oil', 'peppers', 'oyster sauce', 'soy sauce', 'sesame oil', 'basmati rice', 'eggs', 'sesame oil', 'spring onions', 'fresh coriander']"
Chinese,Braised bean curd with garlic and pepper,"['garlic', 'coriander', 'soy sauce', 'sugar', 'sesame oil', 'tofu', 'vegetable stock', 'soy sauce', 'tomato purée', 'white wine vinegar', 'arrowroot', 'black pepper', 'sesame oil', 'cucumber', 'spring onions']"
Chinese,Braised pork belly with mushrooms,"['shiitake mushrooms', 'spring onions', 'vegetable oil', 'ginger', 'garlic', 'star anise', 'cassia bark', 'pork belly', 'rice wine', 'soy sauce', 'soy sauce', 'caster sugar']"
Chinese,Cherry pork with spicy bacon broccoli and sweet potato brown rice,"['pork belly', 'sugar', 'vegetable oil', 'soy sauce', 'brown rice', 'sweet potatoes', 'cranberries', 'orange juice', 'oil', 'garlic', 'ginger', 'lardons', 'rice wine', 'carrot', 'broccoli', 'rice vinegar', 'soy sauce']"
Chinese,Chicken and cashew nut stir-fry,"['egg', 'cornflour', 'salt', 'chicken breast', 'onion', 'pepper', 'pepper', 'chicken stock', 'soy sauce', 'spring onions', 'cashew', 'white pepper', 'jasmine rice']"
Chinese,Chicken and prawn rolls,"['chicken breast', 'prawns', 'coriander', 'pepper', 'spring roll wrappers', 'oil']"
Chinese,Spring rolls,"['chicken breast', 'Chinese mushrooms', 'soy sauce', 'five-spice powder', 'ginger', 'beansprouts', 'spring onions', 'carrot', 'oyster sauce', 'soy sauce', 'white pepper', 'spring roll wrappers', 'egg yolk']"
Chinese,Easy chicken chow mein,"['noodles', 'sesame oil', 'chicken breast', 'soy sauce', 'five-spice powder', 'chilli sauce', 'cornflour', 'pepper', 'spring onion', 'black pepper']"
Chinese,Chicken and cashew noodle stir-fry,"['vegetable oil', 'chicken breast', 'honey', 'garlic', 'ginger', 'chilli', 'spring onions', 'carrot', 'pepper', 'pak choi', 'noodles', 'fresh coriander', 'soy sauce', 'sesame oil', 'zest', 'cashew']"
Chinese,Chicken on crispy noodles,"['chicken breasts', 'egg white', 'cornflour', 'salt', 'white pepper', 'noodles', 'noodles', 'oil', 'beansprouts', 'dry sherry', 'oyster sauce', 'soy sauce', 'chicken stock', 'salt', 'black pepper', 'cornflour', 'spring onions']"
Chinese,Chicken stir-fried with pak choi,"['chicken breasts', 'garlic', 'ginger', 'star anise', 'chilli', 'mangetout', 'pak choi', 'spring onions', 'wild mushrooms', 'soy sauce', 'balsamic vinegar', 'parsley', 'tarragon', 'chives']"
Chinese,Chicken and black bean sauce with bok choi,"['chicken breasts', 'soy sauce', 'rice wine', 'sesame oil', 'cornflour', 'vegetable oil', 'ginger', 'garlic', 'chillies', 'black beans', 'caster sugar', 'chicken stock', 'spring onions', 'coriander', 'bok choi', 'basmati rice', 'egg']"
Chinese,Chicken and sweetcorn noodles ,"['noodles', 'chicken stock', 'soy sauce', 'chilli', 'sweetcorn', 'roast chicken', 'spinach', 'lime', 'black pepper']"
Chinese,Chicken egg-fried rice,"['vegetable oil', 'egg', 'spring onions', 'peas', 'rice', 'roast chicken', 'sesame oil', 'soy sauce']"
Chinese,Chicken in black bean sauce,"['soy sauce', 'dry sherry', 'salt', 'sugar', 'sesame oil', 'cornflour', 'chicken thighs', 'oil', 'ginger', 'garlic', 'shallots', 'black beans', 'spring onions', 'chicken stock']"
Chinese,Stir-fried chilli chicken,"['garlic', 'ginger', 'chilli', 'pepper', 'tomatoes', 'ketchup', 'brown sugar', 'oil', 'chicken breast', 'courgette', 'pepper', 'soy sauce', 'spring onions']"
Chinese,Chilli crab with egg noodles,"['ketchup', 'soy sauce', 'sugar', 'cornflour', 'garlic', 'ginger', 'crab', 'lime juice', 'spring onions', 'fresh coriander', 'noodles', 'noodles', 'sesame oil', 'dried chilli', 'soy sauce']"
Chinese,Chilli-fried tofu with egg-fried rice,"['vegetable oil', 'tofu', 'cornflour', 'Sichuan peppercorns', 'cashew', 'rice wine', 'caster sugar', 'soy sauce', 'chillies', 'dried chilli', 'ginger', 'carrots', 'eggs', 'sesame oil', 'basmati rice', 'black pepper', 'spring onions', 'fresh coriander']"
Chinese,Chilli prawns with jasmine rice,"['garlic', 'ginger', 'prawns', 'vegetable stock', 'ketchup', 'soy sauce', 'brown sugar', 'lime', 'cornflour', 'spring onions', 'coriander', 'rice', 'coriander', 'lime']"
Chinese,Steamed chilli soy tofu,"['tofu', 'chilli', 'spring onions', 'soy sauce', 'sesame oil', 'oyster sauce', 'oyster sauce', 'fresh coriander', 'rice']"
Chinese,Chilli beef,"['vegetable oil', 'eggs', 'cornflour', 'sea salt', 'carrots', 'spring onions', 'ginger', 'garlic', 'chilli', 'caster sugar', 'rice vinegar', 'soy sauce', 'rice', 'chilli', 'lime']"
Chinese,Chilli chicken,"['vegetable oil', 'ginger', 'garlic', 'onions', 'chicken thighs', 'soy sauce', 'vinegar', 'spring onion', 'rice']"
Chinese,Pork and vegetable stir-fry,"['pork belly', 'star anise', 'cinnamon', 'fennel seeds', 'cloves', 'soy sauce', 'sesame oil', 'sugar', 'flour', 'oil', 'French beans', 'vegetable oil', 'cloves', 'spring onion', 'onion', 'peppers', 'Chinese cabbage', 'spring onions', 'chilli oil', 'hoisin sauce', 'soy sauce', 'rice wine', 'soy sauce', 'chicken stock']"
Chinese,Chinese-style chicken pancakes,"['chicken thighs', 'five-spice powder', 'sunflower oil', 'Chinese pancakes', 'white pepper', 'plums', 'star anise', 'Sichuan peppercorns', 'garlic', 'ginger', 'five-spice powder', 'red wine vinegar', 'brown sugar', 'soy sauce', 'cucumber', 'spring onions']"
Chinese,Chinese-style spare ribs with stir-fried cabbage,"['rice wine', 'soy sauce', 'sesame oil', 'cornflour', 'vegetable oil', 'rice wine', 'honey', 'soy sauce', 'vinegar', 'chicken stock', 'five-spice powder', 'garlic', 'ginger', 'vegetable oil', 'garlic', 'ginger', 'chilli', 'Chinese cabbage', 'soy sauce']"
Chinese,Chinese chicken curry,"['basmati rice', 'chicken thighs', 'soy sauce', 'cornflour', 'five-spice powder', 'vegetable oil', 'onions', 'ginger', 'garlic', 'curry powder', 'chicken stock', 'pineapple', 'water chestnuts', 'peppers']"
Chinese,Chinese dumplings with mushrooms and butternut squash,"['plain flour', 'salt', 'olive oil', 'butternut squash', 'olive oil', 'butter', 'wild mushrooms', 'sage', 'black pepper', 'sesame oil', 'soy sauce', 'fish sauce', 'sesame seeds', 'coriander', 'chilli']"
Chinese,Chinese plum chicken,"['olive oil', 'onions', 'garlic', 'plums', 'ginger', 'chicken thighs', 'soy sauce', 'caster sugar', 'rice', 'broccoli', 'coriander']"
Chinese,Leftover chicken and sweetcorn noodle soup ,"['roast chicken', 'garlic', 'ginger', 'soy sauce', 'chilli', 'noodles', 'sweetcorn', 'sweetcorn', 'lime', 'fresh coriander']"
Chinese,Choi sum and mixed vegetable salad with pineapple dressing,"['Chinese cabbage', 'sugar', 'carrots', 'pepper', 'pepper', 'pineapple', 'spring onions', 'pineapple juice', 'soy sauce', 'rice vinegar', 'black pepper']"
Chinese,Chow mein,"['noodles', 'sesame oil', 'chicken breast', 'garlic', 'mangetout', 'ham', 'soy sauce', 'soy sauce', 'dry sherry', 'salt', 'white pepper', 'sugar', 'spring onions', 'sesame oil', 'soy sauce', 'dry sherry', 'sesame oil', 'salt', 'white pepper']"
Chinese,Chunky bacon and cucumber salad,"['peppercorns', 'star anise', 'lardons', 'chilli', 'dry sherry', 'rice vinegar', 'sesame oil', 'cucumber', 'salt', 'dried chilli', 'lime juice', 'chilli oil', 'fresh coriander', 'peanuts']"
Chinese,Clams and scallops in a black bean sauce,"['jasmine rice', 'vegetable stock', 'rapeseed oil', 'garlic', 'ginger', 'chillies', 'black beans', 'scallops', 'clams', 'dry sherry', 'vegetable stock', 'soy sauce', 'soy sauce', 'cornflour', 'oil', 'kale', 'caster sugar', 'sesame seeds', 'spring onions']"
Chinese,Crab fritters with a spiced sauce,"['sunflower oil', 'star anise', 'cashew', 'chillies', 'ginger', 'spring onions', 'chicken stock', 'soy sauce', 'cornflour', 'coriander', 'white pepper', 'sunflower oil', 'crabmeat', 'egg', 'cornflour', 'chillies', 'spring onion', 'ginger', 'fresh coriander', 'soy sauce', 'black pepper', 'langoustine', 'cornflour']"
Chinese,Crispy duck pancakes with chilli-plum sauce,"['duck', 'olive oil', 'spring onions', 'cinnamon', 'peppercorns', 'plums', 'rice wine', 'caster sugar', 'black pepper', 'strong white flour', 'spring onions']"
Chinese,Crispy duck with apricot and plum sauce,"['ginger', 'dry sherry', 'peppercorns', 'salt', 'star anise', 'soy sauce', 'soy sauce', 'duck', 'salad leaves', 'plums', 'dried apricots', 'caster sugar', 'honey', 'cinnamon', 'star anise', 'lime']"
Chinese,Crispy fragrant duck with pickled radish salad,"['cinnamon', 'ground ginger', 'allspice', 'dry sherry', 'honey', 'chilli sauce', 'soy sauce', 'garlic', 'duck', 'plain flour', 'radish', 'cucumber', 'chilli', 'rice vinegar', 'salt', 'caster sugar', 'dry sherry', 'fresh coriander', 'salt', 'dried chilli']"
Chinese,Crispy chicken and sun-dried tomato spring rolls,"['noodles', 'chicken breast', 'olive oil', 'spring onions', 'chives', 'fresh coriander', 'tomatoes', 'plain flour', 'nut', 'iceberg lettuce', 'basil', 'coriander', 'pepper']"
Chinese,Crispy chicken with braised aubergine,"['chicken thighs', 'dry sherry', 'soy sauce', 'soy sauce', 'spring onions', 'ginger', 'honey', 'five-spice powder', 'Sichuan peppercorn', 'salt', 'black pepper', 'oil', 'sesame oil', 'sugar', 'vegetable oil', 'garlic', 'ginger', 'spring onions', 'aubergines', 'soy sauce', 'caster sugar', 'vinegar', 'vinegar', 'Sichuan peppercorns', 'chicken stock', 'spring onion']"
Chinese,Crispy chilli beef,"['beef rump', 'vegetable oil', 'cornflour', 'chilli', 'sesame seeds', 'soy sauce', 'rice wine', 'baking powder', 'carrot', 'vinegar', 'soy sauce', 'chilli oil', 'sugar', 'sesame oil', 'chilli', 'chilli', 'five-spice powder', 'salt', 'sugar', 'red wine vinegar', 'vinegar', 'star anise', 'plain flour', 'tapioca', 'baking powder']"
Chinese,Crispy chilli beef ,"['vegetable oil', 'Sichuan peppercorns', 'limes', 'orange', 'caster sugar', 'rice wine', 'rice wine', 'chillies', 'ginger', 'lemongrass', 'lime leaves', 'vegetable oil', 'eggs', 'soy sauce', 'rice', 'rice']"
Chinese,Crisp pork belly with Chinese greens,"['pork belly', 'sea salt', 'Sichuan peppercorns', 'white pepper', 'five-spice powder', 'caster sugar', 'vegetable oil', 'spring onions', 'mangetout', 'bok choi', 'chilli', 'soy sauce', 'sesame oil']"
Chinese,Dad’s Chinese chicken curry,"['vegetable oil', 'onion', 'ginger', 'garlic', 'chilli', 'flour', 'turmeric', 'cumin', 'coriander', 'chicken stock', 'chicken thighs', 'chicken', 'vegetables', 'basmati rice']"
Chinese,Deep-fried shiitake mushrooms with ginger cavolo nero,"['star anise', 'pomegranate juice', 'sweet potato', 'soy sauce', 'Sichuan pepper', 'sweet potato', 'five-spice powder', 'sea salt', 'white pepper', 'breadcrumbs', 'five-spice powder', 'sea salt', 'white pepper', 'sweet potato', 'lardons', 'lardons', 'spring onion', 'quails', 'shiitake mushrooms', 'vegetable oil', 'pomegranate', 'hazelnuts', 'chilli', 'rapeseed oil', 'sea salt', 'ginger', 'cavolo nero', 'dry sherry', 'vegetable stock']"
Chinese,Delicious fried rice,"['peanut oil', 'eggs', 'ginger', 'garlic', 'onion', 'sausage', 'sugar', 'rice wine', 'oyster sauce', 'spring onions', 'soy sauce', 'sesame oil', 'spring onions', 'soy sauce', 'chilli']"
Chinese,'Dragon prawn' noodles,"['lobster', 'garlic', 'ginger', 'soy sauce', 'dry sherry', 'noodles', 'noodles', 'spring onions', 'sesame oil']"
Chinese,Duck pancakes with hoisin sauce,"['duck', 'sesame oil', 'hoisin sauce', 'black pepper', 'spring onions', 'cucumber']"
Chinese,Eastern chicken stir-fry,"['olive oil', 'chicken breast', 'honey', 'spring onions', 'pepper', 'mangetout', 'chestnut mushrooms', 'pak choi', 'black pepper', 'soy sauce', 'cornflour', 'cashew']"
Chinese,Easy beef stir-fry,"['oil', 'steak', 'cornflour', 'cashew', 'red onion', 'garlic', 'ginger', 'broccoli', 'soy sauce', 'oyster sauce', 'vegetable stock', 'chilli', 'coriander', 'basmati rice', 'black pepper']"
Chinese,Easy chow mein for kids,"['noodles', 'noodles', 'carrot', 'spring onions', 'green beans', 'beansprouts', 'sunflower oil', 'garlic', 'garlic', 'prawns', 'soy sauce', 'honey', 'ketchup']"
Chinese,Egg fried rice with tomatoes,"['eggs', 'rice', 'tomatoes', 'soy sauce', 'sesame oil', 'white pepper', 'spring onion']"
Chinese,Egg fu yung wrap with chilli sauce,"['shiitake mushrooms', 'pepper', 'bacon', 'eggs', 'soy sauce', 'white pepper', 'chicken', 'spring onions', 'salad leaves', 'chilli sauce']"
Chinese,Vegetarian egg fried rice,"['sunflower oil', 'eggs', 'spring onions', 'pepper', 'pepper', 'pepper', 'orange', 'carrot', 'green beans', 'mushrooms', 'mushrooms', 'peas', 'rice', 'soy sauce', 'black pepper']"
Chinese,Lighter egg fried rice ,"['basmati rice', 'basmati rice', 'rapeseed oil', 'spring onions', 'pepper', 'prawns', 'peas', 'soy sauce', 'egg', 'fresh coriander']"
Chinese,Five-spice pork belly with egg-fried rice,"['Sichuan peppercorns', 'star anise', 'pork belly', 'five-spice powder', 'garlic', 'ginger', 'hoisin sauce', 'sesame oil', 'soy sauce', 'caster sugar', 'salt', 'pork', 'rice', 'eggs', 'sesame oil', 'sea salt', 'rice', 'nut', 'garlic', 'Sichuan peppercorns', 'five-spice powder', 'prawns', 'spring onions', 'white pepper', 'soy sauce']"
Chinese,Firecracker prawns with stir-fried greens,"['fennel seeds', 'cumin', 'spring onions', 'chillies', 'coriander', 'limes', 'oyster sauce', 'star anise', 'vinegar', 'soy sauce', 'prawns', 'olive oil', 'pak choi', 'ginger', 'soy sauce', 'sesame oil']"
Chinese,Fish in a hot and sour sauce,"['white fish', 'cornflour', 'chicken stock', 'dry sherry', 'soy sauce', 'chilli', 'white pepper', 'rice vinegar', 'sugar', 'spring onions']"
Chinese,Fish ball noodle soup,"['haddock', 'squid', 'sea salt', 'white pepper', 'dry sherry', 'cornflour', 'egg white', 'oyster sauce', 'coriander', 'stock', 'ginger', 'rice noodles', 'sea salt', 'white pepper', 'soy sauce', 'sesame oil', 'chilli oil', 'fresh coriander', 'chives']"
Chinese,Slow cooker Chinese-style beef,"['sunflower oil', 'onions', 'ginger', 'garlic', 'dried chilli', 'braising steak', 'five-spice powder', 'beef stock', 'soy sauce', 'cornflour', 'honey', 'black pepper']"
Chinese,Five-spice roasted quail with sweet-and-sour cranberry sauce,"['waxy potatoes', 'salt', 'peanut oil', 'ginger', 'black beans', 'chilli', 'lardons', 'soy sauce', 'rapeseed oil', 'cranberries', 'brown sugar', 'lemon', 'orange', 'star anise', 'chilli', 'five-spice powder', 'dried chilli', 'salt', 'white pepper', 'quails', 'ginger', 'orange', 'spring onions', 'rapeseed oil', 'shallots', 'rice wine', 'black pepper', 'chicken stock', 'plain flour', 'soy sauce', 'carrots', 'rapeseed oil', 'cavolo nero', 'sea salt']"
Chinese,"Five-spice whole roast duck with pancakes, cucumber, spring onion and plum sauce","['duck', 'black pepper', 'five-spice powder', 'olive oil', 'spring onions', 'cinnamon', 'Sichuan peppercorns', 'plums', 'rice wine', 'caster sugar', 'black pepper', 'strong white flour', 'spring onions', 'cucumber']"
Chinese,Chinese 5-spice duck with noodles,"['duck', 'five-spice powder', 'honey', 'soy sauce', 'spring onions', 'noodles', 'noodles', 'lime juice', 'sesame oil', 'black pepper', 'sesame seeds']"
Chinese,Five-spice chicken drumsticks,"['oil', 'garlic', 'ginger', 'dry sherry', 'soy sauce', 'five-spice powder', 'honey']"
Chinese,Chinese five-spice spare ribs,"['dry sherry', 'soy sauce', 'rice vinegar', 'sesame oil', 'cornflour', 'garlic', 'five-spice powder', 'spring onions', 'sugar', 'sugar', 'dry sherry', 'chicken stock', 'soy sauce', 'orange', 'rice vinegar']"
Chinese,Fragrant pork and aubergines,"['aubergine', 'garlic', 'ginger', 'chilli', 'pork mince', 'dry sherry', 'chilli', 'chicken stock', 'Chinese cabbage', 'rice vinegar', 'sesame oil', 'spring onions', 'cornflour']"
Chinese,Fried fish with garlic and spring onions,"['plaice', 'salt', 'white pepper', 'eggs', 'cornflour', 'vegetable oil', 'garlic', 'spring onions', 'dry sherry', 'sesame oil']"
Chinese,Fried turkey with bang bang sauce,"['turkey', 'buttermilk', 'star anise', 'coriander seeds', 'vegetable oil', 'baking powder', 'cayenne pepper', 'paprika', 'plain flour', 'Sichuan peppercorns', 'garlic', 'salt', 'black pepper', 'black pepper', 'peanut butter', 'soy sauce', 'vegetable oil', 'sesame oil', 'chilli sauce', 'curry leaves', 'chilli', 'chillis', 'spring onions', 'coriander', 'amaranth', 'peanuts', 'pickled onion', 'black sesame seeds']"
Chinese,Garlic chicken with cucumber,"['chicken breasts', 'cucumber', 'salt', 'spring onions', 'soy sauce', 'dry sherry', 'chilli powder', 'sesame oil']"
Chinese,Garlic bok choi,"['soy sauce', 'honey', 'vegetable oil', 'garlic', 'bok choi', 'chilli', 'sesame oil']"
Chinese,General Tso’s chicken,"['soy sauce', 'tomato', 'rice vinegar', 'chilli sauce', 'brown sugar', 'soy sauce', 'cornflour', 'chicken thighs', 'rapeseed oil', 'garlic', 'onion', 'pepper', 'rice wine', 'spring onions', 'peanuts', 'white pepper', 'sesame seeds', 'noodles', 'sesame oil', 'rapeseed oil', 'chives', 'Chinese mushrooms', 'rice wine', 'oyster sauce', 'caster sugar', 'soy sauce', 'beansprouts', 'spring onion']"
Chinese,Ginger 'juice',"['ginger', 'brown sugar']"
Chinese,Ginger scallops with Chinese greens chiu chow noodles in sesame sauce,"['ginger', 'garlic', 'spring onions', 'scallops', 'dry sherry', 'soy sauce', 'sugar', 'salt', 'white pepper', 'garlic', 'bok choi', 'sesame oil', 'noodles', 'noodles', 'sesame oil', 'peanut butter', 'soy sauce', 'soy sauce', 'sugar', 'chicken stock', 'salt', 'white pepper']"
Chinese,Gong bao haddock goujons,"['dry sherry', 'ginger', 'spring onion', 'haddock', 'dried chillies', 'salt', 'white pepper', 'breadcrumbs', 'plain flour', 'eggs', 'nut', 'lemon juice', 'hoisin sauce', 'soy sauce', 'dried chilli', 'cornflour']"
Chinese,Homemade pickles,"['Savoy cabbage', 'cucumber', 'carrots', 'radish', 'salt', 'sugar', 'vinegar', 'chilli oil', 'soy sauce']"
Chinese,Griddled duck skewers on spring onion jian bing pancakes,"['duck', 'rapeseed oil', 'cumin', 'fennel seeds', 'dried chilli', 'turmeric', 'sea salt', 'black pepper', 'dry sherry', 'soy sauce', 'peanut oil', 'plain flour', 'salt', 'rapeseed oil', 'sesame oil', 'white pepper', 'black pepper', 'sea salt', 'spring onions', 'hoisin sauce', 'iceberg lettuce', 'sriracha', 'chilli sauce', 'cucumber']"
Chinese,Grilled baby aubergines with Chinese salsa verde  ,"['aubergines', 'sea salt', 'nut', 'garlic', 'ginger', 'chilli', 'spring onions', 'sesame oil', 'soy sauce', 'rice vinegar', 'rice wine', 'mushrooms']"
Chinese,Healthy sweet and sour king prawn stir fry,"['prawns', 'ginger', 'chilli', 'onion', 'pineapple', 'pineapple juice', 'pepper', 'beansprouts', 'black pepper', 'lime', 'honey', 'spring onion', 'jasmine rice']"
Chinese,Hoisin duck and strawberry crispy wonton ‘tacos’,"['garlic', 'ginger', 'rice wine', 'five-spice powder', 'honey', 'hoisin sauce', 'soy sauce', 'duck', 'peanut oil', 'white pepper', 'chives', 'hoisin sauce', 'olive oil', 'lime juice', 'caster sugar', 'soy sauce', 'hoisin sauce', 'strawberries', 'watercress']"
Chinese,Hoisin salmon with broccoli and noodles ,"['salmon', 'hoisin sauce', 'cherry tomatoes', 'noodles', 'broccoli', 'black pepper', 'soy sauce']"
Chinese,Hong Kong-style fried fish and squid balls with dark soy noodles  ,"['rice noodles', 'sesame oil', 'haddock', 'squid', 'sea salt', 'white pepper', 'oyster sauce', 'dry sherry', 'egg white', 'cornflour', 'coriander', 'rapeseed oil', 'kale', 'sea salt', 'white pepper', 'sugar', 'coriander', 'rapeseed oil', 'ginger', 'shiitake mushrooms', 'tofu', 'soy sauce', 'soy sauce', 'oyster sauce', 'caster sugar', 'beansprouts', 'spring onions', 'sesame oil', 'chilli oil']"
Chinese,Hot beef and bean thread noodles,"['noodles', 'spring onion', 'garlic', 'chicken stock', 'chilli', 'soy sauce', 'soy sauce', 'salt', 'black pepper', 'sesame oil', 'spring onions']"
Chinese,Hot and sour chicken,"['sushi rice', 'chillies', 'garlic', 'tamari', 'rice vinegar', 'honey', 'oil', 'garlic', 'ginger', 'chicken thighs', 'rice wine', 'courgettes', 'garlic', 'ginger', 'chilli', 'tamari', 'rice vinegar', 'sesame oil', 'chilli oil', 'spring onion', 'Sichuan peppercorns']"
Chinese,"King prawns, egg and Chinese chive water dumplings ","['plain flour', 'prawns', 'eggs', 'ginger', 'white pepper', 'rice vinegar', 'vegetable oil', 'sesame oil']"
Chinese,King prawn and scallop stir fry,"['garlic', 'ginger', 'prawns', 'scallops', 'rice wine', 'spring onion', 'pak choi', 'mangetout', 'chilli', 'soy sauce', 'sesame oil']"
Chinese,Kung pao partridge with green slaw ,"['partridge', 'rapeseed oil', 'chicken stock', 'soy sauce', 'wine', 'palm sugar', 'garlic', 'cinnamon', 'cloves', 'star anise', 'cumin', 'peppercorns', 'coriander seeds', 'fennel seeds', 'star anise', 'peppercorns', 'chilli', 'oyster sauce', 'wine', 'vinegar', 'soy sauce', 'rice wine', 'chilli sauce', 'caster sugar', 'sesame oil', 'cornflour', 'kale', 'seaweed', 'pickled', 'lemon', 'rapeseed oil', 'mayonnaise', 'yoghurt', 'sea salt', 'chillies', 'chillies', 'peanuts', 'spring onions']"
Chinese,Chinese lemon chicken,"['chicken breasts', 'egg white', 'cornflour', 'salt', 'sesame oil', 'lemons', 'chicken stock', 'sugar', 'soy sauce', 'dry sherry', 'garlic', 'chilli', 'cornflour', 'spring onions']"
Chinese,Lemon chicken and blackbean squid with stir-fried rice,"['chicken breast', 'soy sauce', 'honey', 'cornflour', 'lemons', 'chicken stock', 'oil', 'dry sherry', 'chilli', 'garlic', 'ginger', 'spring onions', 'squid', 'sesame oil', 'soy sauce', 'mirin', 'nut', 'ginger', 'garlic', 'chillies', 'black beans', 'chicken stock', 'sherry', 'spring onions', 'fresh coriander', 'oil', 'basmati rice', 'spring onions', 'coriander', 'soy sauce', 'sesame oil']"
Chinese,'Lion head' meatballs,"['beef mince', 'garlic', 'ginger', 'spring onions', 'salt', 'dry sherry', 'soy sauce', 'sesame oil', 'egg', 'cornflour', 'white pepper', 'vegetable stock', 'Chinese mushrooms', 'soy sauce', 'cornflour', 'white pepper', 'spring onions', 'sesame oil']"
Chinese,Lobster with ginger and spring onions,"['lobsters', 'sesame oil', 'ginger', 'spring onions', 'pak choi', 'soy sauce', 'white pepper', 'caster sugar', 'rice wine', 'chicken stock']"
Chinese,Macanese grilled prawns,"['prawns', 'olive oil', 'garlic', 'onion', 'spring onions', 'chillies', 'black pepper', 'butter', 'lemon']"
Chinese,Microwave egg ‘fried’ rice ,"['rice', 'spring onion', 'peas', 'soy sauce', 'egg', 'fresh coriander', 'black pepper']"
Chinese,Mu shu chicken,"['eggs', 'garlic', 'ginger', 'chicken breast', 'dry sherry', 'Chinese mushrooms', 'carrot', 'carrot', 'gherkins', 'mushrooms', 'bamboo shoots', 'peanuts', 'soy sauce', 'sesame oil', 'white pepper', 'Chinese pancakes']"
Chinese,Noodles with beansprouts and ham,"['noodles', 'sesame oil', 'beansprouts', 'bacon', 'chicken stock', 'soy sauce', 'soy sauce', 'dry sherry', 'garlic', 'spring onion', 'salt', 'white pepper', 'sesame oil']"
Chinese,Nourishing mixed seafood broth,"['miso', 'ginger', 'noodles', 'pak choi', 'prawns', 'squid', 'squid', 'mussels', 'mussels', 'dry sherry', 'soy sauce', 'salt', 'white pepper', 'coriander']"
Chinese,Sesame-honey chicken salad,"['chicken breasts', 'honey', 'rice vinegar', 'soy sauce', 'sesame oil', 'garlic', 'ginger', 'sesame seeds', 'fresh coriander', 'carrot', 'spring onions', 'cucumber', 'lettuce']"
Chinese,Sticky barbecue chicken ,"['chicken', 'chicken wings', 'honey', 'ginger', 'garlic', 'soy sauce', 'marmalade', 'orange', 'sesame oil']"
